url;deprecated;valid_until;valid_from;id;label_en;label_it;skos:prefLabel
http://publications.europa.eu/resource/authority/language/ANH;false;;1950-05-09;ANH;;;
http://publications.europa.eu/resource/authority/language/ANI;false;;1950-05-09;ANI;;;
http://publications.europa.eu/resource/authority/language/ANJ;false;;1950-05-09;ANJ;;;
http://publications.europa.eu/resource/authority/language/ANK;false;;1950-05-09;ANK;;;
http://publications.europa.eu/resource/authority/language/ANL;false;;1950-05-09;ANL;;;
http://publications.europa.eu/resource/authority/language/ANM;false;;1950-05-09;ANM;;;
http://publications.europa.eu/resource/authority/language/ANN;false;;1950-05-09;ANN;;;
http://publications.europa.eu/resource/authority/language/ANO;false;;1950-05-09;ANO;;;
http://publications.europa.eu/resource/authority/language/ANP;false;;1950-05-09;ANP;;;
http://publications.europa.eu/resource/authority/language/ANQ;false;;1950-05-09;ANQ;;;
http://publications.europa.eu/resource/authority/language/ANR;false;;1950-05-09;ANR;;;
http://publications.europa.eu/resource/authority/language/ANS;false;;1950-05-09;ANS;;;
http://publications.europa.eu/resource/authority/language/ANT;false;;1950-05-09;ANT;;;
http://publications.europa.eu/resource/authority/language/ANU;false;;1950-05-09;ANU;;;
http://publications.europa.eu/resource/authority/language/ANV;false;;1950-05-09;ANV;;;
http://publications.europa.eu/resource/authority/language/ANW;false;;1950-05-09;ANW;;;
http://publications.europa.eu/resource/authority/language/ANX;false;;1950-05-09;ANX;;;
http://publications.europa.eu/resource/authority/language/ANY;false;;1950-05-09;ANY;;;
http://publications.europa.eu/resource/authority/language/ANZ;false;;1950-05-09;ANZ;;;
http://publications.europa.eu/resource/authority/language/AOA;false;;1950-05-09;AOA;;;
http://publications.europa.eu/resource/authority/language/AOB;false;;1950-05-09;AOB;;;
http://publications.europa.eu/resource/authority/language/AOC;false;;1950-05-09;AOC;;;
http://publications.europa.eu/resource/authority/language/AOD;false;;1950-05-09;AOD;;;
http://publications.europa.eu/resource/authority/language/AOE;false;;1950-05-09;AOE;;;
http://publications.europa.eu/resource/authority/language/AOF;false;;1950-05-09;AOF;;;
http://publications.europa.eu/resource/authority/language/AOG;false;;1950-05-09;AOG;;;
http://publications.europa.eu/resource/authority/language/AOH;false;;1950-05-09;AOH;;;
http://publications.europa.eu/resource/authority/language/AOI;false;;1950-05-09;AOI;;;
http://publications.europa.eu/resource/authority/language/AOJ;false;;1950-05-09;AOJ;;;
http://publications.europa.eu/resource/authority/language/AOK;false;;1950-05-09;AOK;;;
http://publications.europa.eu/resource/authority/language/AOL;false;;1950-05-09;AOL;;;
http://publications.europa.eu/resource/authority/language/AOM;false;;1950-05-09;AOM;;;
http://publications.europa.eu/resource/authority/language/AON;false;;1950-05-09;AON;;;
http://publications.europa.eu/resource/authority/language/AOR;false;;1950-05-09;AOR;;;
http://publications.europa.eu/resource/authority/language/AOS;false;;1950-05-09;AOS;;;
http://publications.europa.eu/resource/authority/language/AOT;false;;1950-05-09;AOT;;;
http://publications.europa.eu/resource/authority/language/AOU;false;;1950-05-09;AOU;A'ou;;
http://publications.europa.eu/resource/authority/language/AOX;false;;1950-05-09;AOX;;;
http://publications.europa.eu/resource/authority/language/AOZ;false;;1950-05-09;AOZ;;;
http://publications.europa.eu/resource/authority/language/APA;false;;1950-05-09;APA;Apache languages;;
http://publications.europa.eu/resource/authority/language/APB;false;;1950-05-09;APB;;;
http://publications.europa.eu/resource/authority/language/APC;false;;1950-05-09;APC;;;
http://publications.europa.eu/resource/authority/language/APD;false;;1950-05-09;APD;;;
http://publications.europa.eu/resource/authority/language/APE;false;;1950-05-09;APE;;;
http://publications.europa.eu/resource/authority/language/APF;false;;1950-05-09;APF;Pahanan Agta;;
http://publications.europa.eu/resource/authority/language/APG;false;;1950-05-09;APG;;;
http://publications.europa.eu/resource/authority/language/APH;false;;1950-05-09;APH;;;
http://publications.europa.eu/resource/authority/language/API;false;;1950-05-09;API;;;
http://publications.europa.eu/resource/authority/language/APJ;false;;1950-05-09;APJ;;;
http://publications.europa.eu/resource/authority/language/APK;false;;1950-05-09;APK;;;
http://publications.europa.eu/resource/authority/language/APL;false;;1950-05-09;APL;;;
http://publications.europa.eu/resource/authority/language/APM;false;;1950-05-09;APM;;;
http://publications.europa.eu/resource/authority/language/APN;false;;1950-05-09;APN;;;
http://publications.europa.eu/resource/authority/language/APO;false;;1950-05-09;APO;;;
http://publications.europa.eu/resource/authority/language/APP;false;;1950-05-09;APP;;;
http://publications.europa.eu/resource/authority/language/APQ;false;;1950-05-09;APQ;;;
http://publications.europa.eu/resource/authority/language/APR;false;;1950-05-09;APR;;;
http://publications.europa.eu/resource/authority/language/APS;false;;1950-05-09;APS;;;
http://publications.europa.eu/resource/authority/language/APT;false;;1950-05-09;APT;;;
